Symbol,Name,Price,(intraday),Change,% change,Market cap,Volume in currency (since 0:00 UTC),Volume in currency (24 hrs),Total volume all currencies (24 hrs)
ETH-GBP,Ethereum GBP,1808.1,108.51,+6.38%,208.798B,23.188B,23.188B,23.188B,115.479M
BNB-GBP,BinanceCoin GBP,401.32,10.75,+2.75%,62.016B,3.505B,3.505B,3.505B,154.533M
XRP-GBP,XRP GBP,1.298,0.0343,+2.71%,58.937B,11.086B,11.086B,11.086B,45.404B
ADA-GBP,Cardano GBP,1.0705,0.0411,+3.99%,34.2B,3.974B,3.974B,3.974B,31.948B
USDT-GBP,Tether GBP,0.7274,-0.0023,-0.31%,33.817B,94.716B,94.716B,94.716B,46.49B
DOT1-GBP,Polkadot GBP,31.72,1.82,+6.08%,29.491B,1.645B,1.645B,1.645B,929.687M
DOGE-GBP,Dogecoin GBP,0.1232,0.0329,+36.38%,15.922B,10.766B,10.766B,10.766B,129.196B
UNI3-GBP,Uniswap GBP,27.76,2.48,+9.80%,14.53B,954.943M,954.943M,954.943M,523.385M
LTC-GBP,Litecoin GBP,208.25,15.02,+7.78%,13.901B,4.766B,4.766B,4.766B,66.752M
