Symbol,Name,Price,(intraday),Change,% change,Market cap,Volume in currency (since 0:00 UTC),Volume in currency (24 hrs),Total volume all currencies (24 hrs)
ETH-GBP,Ethereum GBP,1572.41,-148.91,-8.65%,181.649B,35.357B,35.357B,35.357B,115.522M
BNB-GBP,BinanceCoin GBP,337.71,-39.34,-10.43%,51.816B,4.682B,4.682B,4.682B,153.433M
XRP-GBP,XRP GBP,0.9507,-0.1994,-17.34%,43.164B,14.792B,14.792B,14.792B,45.404B
USDT-GBP,Tether GBP,0.7229,-0.0104,-1.42%,34.752B,156.187B,156.187B,156.187B,48.075B
DOGE-GBP,Dogecoin GBP,0.2337,0.0355,+17.94%,30.201B,17.184B,17.184B,17.184B,129.238B
ADA-GBP,Cardano GBP,0.902,-0.1096,-10.83%,28.816B,5.126B,5.126B,5.126B,31.948B
DOT1-GBP,Polkadot GBP,26.53,-4.87,-15.51%,24.703B,4.161B,4.161B,4.161B,930.953M
LTC-GBP,Litecoin GBP,191.51,-34.5,-15.26%,12.784B,9.282B,9.282B,9.282B,66.752M
BCH-GBP,BitcoinCash GBP,662.03,-81.87,-11.01%,12.388B,8.104B,8.104B,8.104B,18.712M
